IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.25.159.20,4,4,0.00,160.48,0.00,N/A
104.27.125.216,4,4,0.00,160.48,0.00,N/A
104.24.183.223,4,4,0.00,160.51,0.00,N/A
172.64.41.244,4,4,0.00,160.52,0.00,N/A
172.65.95.170,4,4,0.00,160.54,0.00,N/A
172.64.148.41,4,4,0.00,160.61,0.00,N/A
104.25.181.23,4,4,0.00,160.67,0.00,N/A
104.27.106.182,4,4,0.00,160.74,0.00,N/A
172.66.158.75,4,4,0.00,160.78,0.00,N/A
172.65.101.38,4,4,0.00,160.84,0.00,N/A
104.24.147.39,4,4,0.00,160.88,0.00,N/A
172.66.132.170,4,4,0.00,160.89,0.00,N/A
172.65.106.188,4,4,0.00,160.91,0.00,N/A
104.24.55.19,4,4,0.00,160.93,0.00,N/A
104.24.94.99,4,4,0.00,160.97,0.00,N/A
172.64.41.24,4,4,0.00,160.98,0.00,N/A
172.66.198.213,4,4,0.00,161.01,0.00,N/A
104.27.74.218,4,4,0.00,161.01,0.00,N/A
104.20.12.230,4,4,0.00,161.04,0.00,N/A
104.24.88.204,4,4,0.00,161.08,0.00,N/A
104.25.132.59,4,4,0.00,161.10,0.00,N/A
104.25.91.60,4,4,0.00,161.11,0.00,N/A
108.162.193.99,4,4,0.00,161.12,0.00,N/A
172.65.135.194,4,4,0.00,161.13,0.00,N/A
104.24.217.47,4,4,0.00,161.17,0.00,N/A
104.24.68.178,4,4,0.00,161.18,0.00,N/A
104.24.53.220,4,4,0.00,161.21,0.00,N/A
172.66.169.62,4,4,0.00,161.22,0.00,N/A
104.26.15.155,4,4,0.00,161.26,0.00,N/A
104.25.23.174,4,4,0.00,161.31,0.00,N/A
104.27.105.59,4,4,0.00,161.31,0.00,N/A
104.18.42.112,4,4,0.00,161.40,0.00,N/A
104.25.228.87,4,4,0.00,161.43,0.00,N/A
162.159.48.89,4,4,0.00,161.46,0.00,N/A
104.24.12.114,4,4,0.00,161.47,0.00,N/A
8.35.211.187,4,4,0.00,161.55,0.00,N/A
172.65.100.181,4,4,0.00,161.56,0.00,N/A
104.25.36.154,4,4,0.00,161.61,0.00,N/A
172.66.163.54,4,4,0.00,161.66,0.00,N/A
104.18.38.145,4,4,0.00,161.66,0.00,N/A
104.20.23.17,4,4,0.00,161.67,0.00,N/A
104.24.208.234,4,4,0.00,161.70,0.00,N/A
172.65.137.178,4,4,0.00,161.77,0.00,N/A
104.20.9.93,4,4,0.00,161.86,0.00,N/A
104.24.33.210,4,4,0.00,161.90,0.00,N/A
108.162.192.198,4,4,0.00,161.91,0.00,N/A
141.101.113.101,4,4,0.00,161.95,0.00,N/A
104.27.203.243,4,4,0.00,161.98,0.00,N/A
104.25.227.19,4,4,0.00,161.98,0.00,N/A
162.159.5.97,4,4,0.00,161.99,0.00,N/A
104.25.186.220,4,4,0.00,162.07,0.00,N/A
172.65.176.118,4,4,0.00,162.14,0.00,N/A
172.66.159.251,4,4,0.00,162.21,0.00,N/A
104.25.29.131,4,4,0.00,162.27,0.00,N/A
104.24.172.228,4,4,0.00,162.29,0.00,N/A
104.24.218.117,4,4,0.00,162.35,0.00,N/A
104.24.150.239,4,4,0.00,162.36,0.00,N/A
108.162.193.239,4,4,0.00,162.37,0.00,N/A
104.27.13.75,4,4,0.00,162.43,0.00,N/A
162.159.60.9,4,4,0.00,162.43,0.00,N/A
104.27.44.90,4,4,0.00,162.53,0.00,N/A
104.27.57.240,4,4,0.00,162.54,0.00,N/A
172.65.97.50,4,4,0.00,162.60,0.00,N/A
104.24.232.194,4,4,0.00,162.65,0.00,N/A
172.64.145.159,4,4,0.00,162.68,0.00,N/A
104.24.146.122,4,4,0.00,162.69,0.00,N/A
172.65.85.131,4,4,0.00,162.76,0.00,N/A
104.27.2.130,4,4,0.00,162.78,0.00,N/A
162.159.33.101,4,4,0.00,162.81,0.00,N/A
172.65.132.14,4,4,0.00,162.83,0.00,N/A
104.25.144.188,4,4,0.00,162.98,0.00,N/A
104.24.171.10,4,4,0.00,163.00,0.00,N/A
162.159.34.67,4,4,0.00,163.03,0.00,N/A
104.24.6.200,4,4,0.00,163.03,0.00,N/A
162.159.49.180,4,4,0.00,163.09,0.00,N/A
104.24.28.66,4,4,0.00,163.11,0.00,N/A
162.159.159.217,4,4,0.00,163.11,0.00,N/A
172.67.94.21,4,4,0.00,163.12,0.00,N/A
104.25.11.250,4,4,0.00,163.15,0.00,N/A
172.67.65.8,4,4,0.00,163.18,0.00,N/A
162.159.21.64,4,4,0.00,163.19,0.00,N/A
104.29.125.105,4,4,0.00,163.24,0.00,N/A
104.25.183.56,4,4,0.00,163.24,0.00,N/A
172.65.180.228,4,4,0.00,163.25,0.00,N/A
8.35.211.158,4,4,0.00,163.26,0.00,N/A
104.27.80.22,4,4,0.00,163.31,0.00,N/A
104.25.201.131,4,4,0.00,163.32,0.00,N/A
104.24.91.233,4,4,0.00,163.32,0.00,N/A
162.159.62.89,4,4,0.00,163.34,0.00,N/A
104.26.14.238,4,4,0.00,163.37,0.00,N/A
162.159.4.59,4,4,0.00,163.39,0.00,N/A
162.159.36.83,4,4,0.00,163.50,0.00,N/A
104.24.178.105,4,4,0.00,163.52,0.00,N/A
104.20.55.249,4,4,0.00,163.52,0.00,N/A
104.25.115.70,4,4,0.00,163.54,0.00,N/A
172.65.151.0,4,4,0.00,163.54,0.00,N/A
104.24.214.238,4,4,0.00,163.57,0.00,N/A
172.64.76.101,4,4,0.00,163.65,0.00,N/A
104.27.109.159,4,4,0.00,163.66,0.00,N/A
172.65.68.192,4,4,0.00,163.79,0.00,N/A
172.67.75.1,4,4,0.00,163.79,0.00,N/A
104.24.226.240,4,4,0.00,163.81,0.00,N/A
172.64.145.123,4,4,0.00,163.82,0.00,N/A
172.64.38.130,4,4,0.00,163.89,0.00,N/A
104.25.148.75,4,4,0.00,163.94,0.00,N/A
104.25.60.207,4,4,0.00,163.97,0.00,N/A
104.27.50.141,4,4,0.00,163.98,0.00,N/A
104.29.124.119,4,4,0.00,164.02,0.00,N/A
104.29.125.50,4,4,0.00,164.02,0.00,N/A
172.64.154.34,4,4,0.00,164.02,0.00,N/A
162.159.10.127,4,4,0.00,164.04,0.00,N/A
104.24.236.5,4,4,0.00,164.24,0.00,N/A
104.25.201.4,4,4,0.00,164.26,0.00,N/A
104.29.126.52,4,4,0.00,164.39,0.00,N/A
104.27.12.171,4,4,0.00,164.48,0.00,N/A
162.159.58.229,4,4,0.00,164.49,0.00,N/A
104.24.22.184,4,4,0.00,164.52,0.00,N/A
172.64.158.89,4,4,0.00,164.58,0.00,N/A
162.159.231.224,4,4,0.00,164.58,0.00,N/A
104.24.8.165,4,4,0.00,164.60,0.00,N/A
172.64.153.215,4,4,0.00,164.62,0.00,N/A
172.64.155.55,4,4,0.00,164.63,0.00,N/A
172.67.104.129,4,4,0.00,164.75,0.00,N/A
162.159.3.10,4,4,0.00,164.79,0.00,N/A
104.20.34.251,4,4,0.00,164.80,0.00,N/A
104.24.250.55,4,4,0.00,164.80,0.00,N/A
104.24.72.246,4,4,0.00,164.83,0.00,N/A
172.67.115.43,4,4,0.00,164.87,0.00,N/A
104.25.84.108,4,4,0.00,164.92,0.00,N/A
104.24.150.248,4,4,0.00,164.93,0.00,N/A
104.20.6.156,4,4,0.00,164.96,0.00,N/A
104.25.145.106,4,4,0.00,164.97,0.00,N/A
104.24.29.72,4,4,0.00,165.03,0.00,N/A
172.66.146.219,4,4,0.00,165.03,0.00,N/A
172.66.203.105,4,4,0.00,165.05,0.00,N/A
104.20.19.96,4,4,0.00,165.10,0.00,N/A
162.159.131.149,4,4,0.00,165.11,0.00,N/A
172.64.158.27,4,4,0.00,165.15,0.00,N/A
172.65.186.152,4,4,0.00,165.16,0.00,N/A
104.20.36.195,4,4,0.00,165.17,0.00,N/A
104.27.71.37,4,4,0.00,165.20,0.00,N/A
162.159.194.118,4,4,0.00,165.22,0.00,N/A
172.66.145.0,4,4,0.00,165.25,0.00,N/A
104.24.39.64,4,4,0.00,165.29,0.00,N/A
104.24.41.190,4,4,0.00,165.31,0.00,N/A
162.159.152.207,4,4,0.00,165.32,0.00,N/A
104.25.183.241,4,4,0.00,165.33,0.00,N/A
104.27.101.32,4,4,0.00,165.33,0.00,N/A
162.159.48.0,4,4,0.00,165.34,0.00,N/A
162.159.43.149,4,4,0.00,165.35,0.00,N/A
172.65.81.48,4,4,0.00,165.35,0.00,N/A
104.27.92.103,4,4,0.00,165.36,0.00,N/A
172.66.145.49,4,4,0.00,165.37,0.00,N/A
162.159.153.27,4,4,0.00,165.43,0.00,N/A
172.65.74.23,4,4,0.00,165.44,0.00,N/A
104.24.23.91,4,4,0.00,165.49,0.00,N/A
162.159.150.85,4,4,0.00,165.52,0.00,N/A
104.24.246.233,4,4,0.00,165.52,0.00,N/A
104.25.14.148,4,4,0.00,165.55,0.00,N/A
104.27.102.213,4,4,0.00,165.65,0.00,N/A
104.25.179.215,4,4,0.00,165.67,0.00,N/A
162.159.158.197,4,4,0.00,165.68,0.00,N/A
104.25.86.172,4,4,0.00,165.72,0.00,N/A
162.159.43.77,4,4,0.00,165.74,0.00,N/A
172.65.86.105,4,4,0.00,165.74,0.00,N/A
172.65.79.44,4,4,0.00,165.76,0.00,N/A
172.66.172.122,4,4,0.00,165.78,0.00,N/A
172.66.157.102,4,4,0.00,165.79,0.00,N/A
104.25.15.146,4,4,0.00,165.81,0.00,N/A
172.65.103.199,4,4,0.00,165.83,0.00,N/A
104.20.54.235,4,4,0.00,165.84,0.00,N/A
172.66.168.229,4,4,0.00,165.88,0.00,N/A
104.25.104.172,4,4,0.00,165.93,0.00,N/A
104.24.67.54,4,4,0.00,165.93,0.00,N/A
104.25.24.235,4,4,0.00,165.97,0.00,N/A
104.27.202.36,4,4,0.00,165.99,0.00,N/A
162.159.138.52,4,4,0.00,166.01,0.00,N/A
162.159.36.191,4,4,0.00,166.09,0.00,N/A
104.24.223.99,4,4,0.00,166.11,0.00,N/A
104.27.123.131,4,4,0.00,166.14,0.00,N/A
104.27.100.3,4,4,0.00,166.16,0.00,N/A
104.20.51.197,4,4,0.00,166.18,0.00,N/A
162.159.143.61,4,4,0.00,166.22,0.00,N/A
104.25.99.78,4,4,0.00,166.25,0.00,N/A
104.25.177.183,4,4,0.00,166.26,0.00,N/A
172.65.189.116,4,4,0.00,166.27,0.00,N/A
104.25.174.146,4,4,0.00,166.31,0.00,N/A
104.25.229.139,4,4,0.00,166.33,0.00,N/A
8.35.211.216,4,4,0.00,166.36,0.00,N/A
172.64.153.149,4,4,0.00,166.36,0.00,N/A
172.66.158.83,4,4,0.00,166.36,0.00,N/A
172.65.124.108,4,4,0.00,166.42,0.00,N/A
104.25.135.21,4,4,0.00,166.47,0.00,N/A
172.64.34.102,4,4,0.00,166.54,0.00,N/A
104.25.201.120,4,4,0.00,166.59,0.00,N/A
104.20.32.117,4,4,0.00,166.60,0.00,N/A
162.159.5.207,4,4,0.00,166.65,0.00,N/A
172.67.68.156,4,4,0.00,166.68,0.00,N/A
172.64.47.90,4,4,0.00,166.73,0.00,N/A
172.67.96.70,4,4,0.00,166.78,0.00,N/A
104.27.71.211,4,4,0.00,166.79,0.00,N/A
172.66.199.175,4,4,0.00,166.84,0.00,N/A
162.159.160.168,4,4,0.00,166.86,0.00,N/A
104.25.217.96,4,4,0.00,166.87,0.00,N/A
172.65.177.150,4,4,0.00,166.88,0.00,N/A
104.25.253.199,4,4,0.00,166.90,0.00,N/A
172.66.154.21,4,4,0.00,166.96,0.00,N/A
104.24.220.72,4,4,0.00,166.99,0.00,N/A
104.27.69.137,4,4,0.00,167.03,0.00,N/A
8.39.125.196,4,4,0.00,167.03,0.00,N/A
104.29.126.117,4,4,0.00,167.06,0.00,N/A
104.27.85.157,4,4,0.00,167.06,0.00,N/A
162.159.7.1,4,4,0.00,167.07,0.00,N/A
104.25.222.4,4,4,0.00,167.09,0.00,N/A
104.20.20.147,4,4,0.00,167.15,0.00,N/A
104.27.82.201,4,4,0.00,167.19,0.00,N/A
172.67.121.3,4,4,0.00,167.23,0.00,N/A
172.65.67.178,4,4,0.00,167.24,0.00,N/A
172.65.159.162,4,4,0.00,167.27,0.00,N/A
162.159.49.53,4,4,0.00,167.27,0.00,N/A
172.65.126.247,4,4,0.00,167.29,0.00,N/A
172.65.131.9,4,4,0.00,167.33,0.00,N/A
104.25.191.137,4,4,0.00,167.35,0.00,N/A
104.24.169.33,4,4,0.00,167.36,0.00,N/A
104.27.62.49,4,4,0.00,167.39,0.00,N/A
104.24.43.231,4,4,0.00,167.40,0.00,N/A
104.20.63.53,4,4,0.00,167.44,0.00,N/A
104.24.249.209,4,4,0.00,167.48,0.00,N/A
104.24.211.131,4,4,0.00,167.48,0.00,N/A
104.25.41.129,4,4,0.00,167.48,0.00,N/A
104.27.93.209,4,4,0.00,167.48,0.00,N/A
172.65.167.125,4,4,0.00,167.49,0.00,N/A
104.25.71.20,4,4,0.00,167.49,0.00,N/A
104.25.105.53,4,4,0.00,167.50,0.00,N/A
162.159.5.121,4,4,0.00,167.51,0.00,N/A
104.25.17.174,4,4,0.00,167.51,0.00,N/A
104.20.56.109,4,4,0.00,167.52,0.00,N/A
104.24.56.194,4,4,0.00,167.58,0.00,N/A
172.65.148.70,4,4,0.00,167.60,0.00,N/A
172.64.69.217,4,4,0.00,167.62,0.00,N/A
104.24.128.151,4,4,0.00,167.63,0.00,N/A
104.27.117.198,4,4,0.00,167.66,0.00,N/A
104.24.175.65,4,4,0.00,167.68,0.00,N/A
104.24.240.204,4,4,0.00,167.69,0.00,N/A
104.25.130.219,4,4,0.00,167.75,0.00,N/A
104.20.2.6,4,4,0.00,167.81,0.00,N/A
104.25.63.103,4,4,0.00,167.83,0.00,N/A
162.159.34.1,4,4,0.00,167.84,0.00,N/A
104.25.175.204,4,4,0.00,167.84,0.00,N/A
104.24.95.120,4,4,0.00,167.89,0.00,N/A
104.24.196.98,4,4,0.00,167.96,0.00,N/A
162.159.49.92,4,4,0.00,167.96,0.00,N/A
172.66.214.165,4,4,0.00,167.98,0.00,N/A
104.24.90.11,4,4,0.00,168.02,0.00,N/A
162.159.140.76,4,4,0.00,168.03,0.00,N/A
108.162.193.195,4,4,0.00,168.04,0.00,N/A
104.24.9.18,4,4,0.00,168.05,0.00,N/A
172.66.144.234,4,4,0.00,168.07,0.00,N/A
104.27.99.59,4,4,0.00,168.10,0.00,N/A
104.18.45.199,4,4,0.00,168.10,0.00,N/A
104.24.228.145,4,4,0.00,168.14,0.00,N/A
104.24.212.106,4,4,0.00,168.15,0.00,N/A
162.159.23.206,4,4,0.00,168.22,0.00,N/A
172.65.157.123,4,4,0.00,168.31,0.00,N/A
104.25.199.248,4,4,0.00,168.32,0.00,N/A
104.27.203.55,4,4,0.00,168.38,0.00,N/A
104.27.36.231,4,4,0.00,168.39,0.00,N/A
104.24.159.81,4,4,0.00,168.42,0.00,N/A
172.65.82.125,4,4,0.00,168.42,0.00,N/A
104.25.207.64,4,4,0.00,168.46,0.00,N/A
104.27.63.120,4,4,0.00,168.48,0.00,N/A
104.25.9.205,4,4,0.00,168.49,0.00,N/A
104.25.147.128,4,4,0.00,168.50,0.00,N/A
172.66.143.99,4,4,0.00,168.57,0.00,N/A
104.24.198.192,4,4,0.00,168.61,0.00,N/A
104.25.240.236,4,4,0.00,168.62,0.00,N/A
172.66.159.183,4,4,0.00,168.63,0.00,N/A
104.26.0.94,4,4,0.00,168.70,0.00,N/A
104.25.122.54,4,4,0.00,168.77,0.00,N/A
104.24.18.186,4,4,0.00,168.79,0.00,N/A
104.25.208.4,4,4,0.00,168.81,0.00,N/A
104.24.148.250,4,4,0.00,168.88,0.00,N/A
162.159.5.40,4,4,0.00,168.89,0.00,N/A
104.27.9.60,4,4,0.00,168.95,0.00,N/A
104.25.48.189,4,4,0.00,169.01,0.00,N/A
104.27.66.160,4,4,0.00,169.02,0.00,N/A
104.27.27.92,4,4,0.00,169.02,0.00,N/A
172.65.191.222,4,4,0.00,169.02,0.00,N/A
172.65.121.34,4,4,0.00,169.06,0.00,N/A
162.159.5.116,4,4,0.00,169.06,0.00,N/A
104.24.191.47,4,4,0.00,169.07,0.00,N/A
104.25.82.44,4,4,0.00,169.08,0.00,N/A
104.20.16.84,4,4,0.00,169.13,0.00,N/A
104.25.183.93,4,4,0.00,169.14,0.00,N/A
172.67.78.136,4,4,0.00,169.17,0.00,N/A
172.67.80.177,4,4,0.00,169.18,0.00,N/A
172.64.153.113,4,4,0.00,169.18,0.00,N/A
104.27.86.15,4,4,0.00,169.20,0.00,N/A
104.25.190.150,4,4,0.00,169.23,0.00,N/A
104.27.121.160,4,4,0.00,169.26,0.00,N/A
104.20.46.32,4,4,0.00,169.27,0.00,N/A
104.25.175.244,4,4,0.00,169.30,0.00,N/A
162.159.1.13,4,4,0.00,169.37,0.00,N/A
198.41.200.127,4,4,0.00,169.40,0.00,N/A
162.159.49.212,4,4,0.00,169.42,0.00,N/A
104.24.71.75,4,4,0.00,169.45,0.00,N/A
104.24.201.178,4,4,0.00,169.47,0.00,N/A
104.25.198.114,4,4,0.00,169.48,0.00,N/A
104.20.21.93,4,4,0.00,169.57,0.00,N/A
104.24.38.254,4,4,0.00,169.57,0.00,N/A
172.67.107.43,4,4,0.00,169.63,0.00,N/A
162.159.62.100,4,4,0.00,169.64,0.00,N/A
172.65.109.138,4,4,0.00,169.65,0.00,N/A
104.20.8.9,4,4,0.00,169.68,0.00,N/A
104.27.58.12,4,4,0.00,169.69,0.00,N/A
104.25.108.158,4,4,0.00,169.69,0.00,N/A
104.29.125.222,4,4,0.00,169.81,0.00,N/A
162.159.151.34,4,4,0.00,169.82,0.00,N/A
104.27.120.113,4,4,0.00,169.87,0.00,N/A
104.24.194.230,4,4,0.00,169.92,0.00,N/A
104.24.239.33,4,4,0.00,169.96,0.00,N/A
104.25.70.246,4,4,0.00,169.97,0.00,N/A
104.27.119.88,4,4,0.00,169.99,0.00,N/A
172.65.153.58,4,4,0.00,170.11,0.00,N/A
104.25.53.38,4,4,0.00,170.11,0.00,N/A
172.64.37.234,4,4,0.00,170.12,0.00,N/A
104.25.195.45,4,4,0.00,170.13,0.00,N/A
172.66.135.137,4,4,0.00,170.13,0.00,N/A
104.25.137.173,4,4,0.00,170.15,0.00,N/A
104.24.84.62,4,4,0.00,170.20,0.00,N/A
172.66.175.64,4,4,0.00,170.20,0.00,N/A
162.159.139.174,4,4,0.00,170.21,0.00,N/A
104.24.152.131,4,4,0.00,170.22,0.00,N/A
104.27.6.44,4,4,0.00,170.23,0.00,N/A
172.66.134.198,4,4,0.00,170.25,0.00,N/A
104.25.39.110,4,4,0.00,170.31,0.00,N/A
162.159.229.20,4,4,0.00,170.40,0.00,N/A
162.159.43.191,4,4,0.00,170.41,0.00,N/A
104.24.202.51,4,4,0.00,170.44,0.00,N/A
172.64.38.234,4,4,0.00,170.46,0.00,N/A
162.159.17.132,4,4,0.00,170.47,0.00,N/A
104.27.95.161,4,4,0.00,170.47,0.00,N/A
172.65.102.40,4,4,0.00,170.48,0.00,N/A
104.25.239.156,4,4,0.00,170.49,0.00,N/A
162.159.0.191,4,4,0.00,170.52,0.00,N/A
172.65.170.11,4,4,0.00,170.55,0.00,N/A
104.27.19.81,4,4,0.00,170.55,0.00,N/A
104.25.188.106,4,4,0.00,170.55,0.00,N/A
104.27.115.177,4,4,0.00,170.56,0.00,N/A
104.24.168.159,4,4,0.00,170.59,0.00,N/A
104.25.241.48,4,4,0.00,170.61,0.00,N/A
162.159.17.205,4,4,0.00,170.61,0.00,N/A
172.65.78.110,4,4,0.00,170.65,0.00,N/A
104.27.68.233,4,4,0.00,170.74,0.00,N/A
104.24.255.168,4,4,0.00,170.80,0.00,N/A
172.67.69.175,4,4,0.00,170.81,0.00,N/A
104.24.40.11,4,4,0.00,170.82,0.00,N/A
104.25.196.65,4,4,0.00,170.85,0.00,N/A
162.159.95.39,4,4,0.00,170.86,0.00,N/A
162.159.145.88,4,4,0.00,170.86,0.00,N/A
172.65.75.26,4,4,0.00,170.91,0.00,N/A
104.27.47.10,4,4,0.00,170.95,0.00,N/A
172.64.148.194,4,4,0.00,171.01,0.00,N/A
104.25.251.199,4,4,0.00,171.01,0.00,N/A
104.25.70.76,4,4,0.00,171.02,0.00,N/A
162.159.93.53,4,4,0.00,171.13,0.00,N/A
104.27.122.181,4,4,0.00,171.13,0.00,N/A
104.20.14.53,4,4,0.00,171.15,0.00,N/A
172.67.123.109,4,4,0.00,171.16,0.00,N/A
104.24.54.0,4,4,0.00,171.25,0.00,N/A
162.159.49.26,4,4,0.00,171.28,0.00,N/A
198.41.202.219,4,4,0.00,171.34,0.00,N/A
162.159.147.76,4,4,0.00,171.36,0.00,N/A
104.24.187.216,4,4,0.00,171.36,0.00,N/A
104.25.114.14,4,4,0.00,171.44,0.00,N/A
172.64.43.220,4,4,0.00,171.45,0.00,N/A
104.27.5.80,4,4,0.00,171.46,0.00,N/A
173.245.59.202,4,4,0.00,171.48,0.00,N/A
104.25.220.37,4,4,0.00,171.54,0.00,N/A
162.159.128.221,4,4,0.00,171.59,0.00,N/A
104.24.230.217,4,4,0.00,171.63,0.00,N/A
172.66.153.152,4,4,0.00,171.67,0.00,N/A
104.24.167.6,4,4,0.00,171.69,0.00,N/A
104.25.66.187,4,4,0.00,171.70,0.00,N/A
104.20.63.133,4,4,0.00,171.72,0.00,N/A
104.20.39.241,4,4,0.00,171.82,0.00,N/A
198.41.217.139,4,4,0.00,171.84,0.00,N/A
104.25.237.95,4,4,0.00,171.87,0.00,N/A
104.25.101.170,4,4,0.00,171.94,0.00,N/A
172.65.165.189,4,4,0.00,172.02,0.00,N/A
104.25.142.3,4,4,0.00,172.04,0.00,N/A
162.159.13.150,4,4,0.00,172.17,0.00,N/A
104.25.75.252,4,4,0.00,172.21,0.00,N/A
172.65.108.79,4,4,0.00,172.25,0.00,N/A
172.64.34.155,4,4,0.00,172.27,0.00,N/A
104.24.64.217,4,4,0.00,172.31,0.00,N/A
172.66.200.19,4,4,0.00,172.37,0.00,N/A
104.27.23.52,4,4,0.00,172.40,0.00,N/A
104.25.76.152,4,4,0.00,172.41,0.00,N/A
104.24.203.149,4,4,0.00,172.44,0.00,N/A
172.66.129.145,4,4,0.00,172.52,0.00,N/A
104.29.127.247,4,4,0.00,172.55,0.00,N/A
198.41.206.27,4,4,0.00,172.63,0.00,N/A
172.64.38.23,4,4,0.00,172.64,0.00,N/A
173.245.58.218,4,4,0.00,172.67,0.00,N/A
162.159.62.134,4,4,0.00,172.74,0.00,N/A
172.64.41.162,4,4,0.00,172.74,0.00,N/A
172.67.91.111,4,4,0.00,172.84,0.00,N/A
104.25.168.48,4,4,0.00,172.89,0.00,N/A
172.66.217.169,4,4,0.00,172.90,0.00,N/A
172.66.210.195,4,4,0.00,172.90,0.00,N/A
104.25.45.88,4,4,0.00,172.90,0.00,N/A
104.20.45.199,4,4,0.00,172.93,0.00,N/A
104.25.184.196,4,4,0.00,172.94,0.00,N/A
104.18.34.61,4,4,0.00,172.97,0.00,N/A
104.25.235.51,4,4,0.00,173.00,0.00,N/A
104.26.1.99,4,4,0.00,173.13,0.00,N/A
172.67.112.191,4,4,0.00,173.14,0.00,N/A
104.24.150.226,4,4,0.00,173.19,0.00,N/A
172.66.137.74,4,4,0.00,173.24,0.00,N/A
104.25.28.172,4,4,0.00,173.33,0.00,N/A
104.25.19.103,4,4,0.00,173.47,0.00,N/A
104.25.200.31,4,4,0.00,173.47,0.00,N/A
104.27.205.183,4,4,0.00,173.51,0.00,N/A
8.35.211.132,4,4,0.00,173.53,0.00,N/A
104.25.208.104,4,4,0.00,173.69,0.00,N/A
172.66.216.180,4,4,0.00,173.74,0.00,N/A
104.24.214.110,4,4,0.00,173.76,0.00,N/A
172.66.142.58,4,4,0.00,173.78,0.00,N/A
104.24.25.104,4,4,0.00,173.84,0.00,N/A
104.27.200.236,4,4,0.00,173.85,0.00,N/A
104.20.48.210,4,4,0.00,173.86,0.00,N/A
172.66.195.8,4,4,0.00,173.86,0.00,N/A
162.159.148.244,4,4,0.00,173.87,0.00,N/A
198.41.204.87,4,4,0.00,173.91,0.00,N/A
104.29.124.70,4,4,0.00,173.96,0.00,N/A
172.66.158.8,4,4,0.00,173.96,0.00,N/A
104.24.192.174,4,4,0.00,174.03,0.00,N/A
104.25.197.67,4,4,0.00,174.13,0.00,N/A
104.27.88.90,4,4,0.00,174.20,0.00,N/A
172.64.41.177,4,4,0.00,174.20,0.00,N/A
172.67.108.18,4,4,0.00,174.34,0.00,N/A
104.24.10.175,4,4,0.00,174.35,0.00,N/A
162.159.27.36,4,4,0.00,174.36,0.00,N/A
104.25.203.74,4,4,0.00,174.42,0.00,N/A
104.24.42.212,4,4,0.00,174.43,0.00,N/A
104.29.124.230,4,4,0.00,174.46,0.00,N/A
108.162.192.215,4,4,0.00,174.66,0.00,N/A
104.25.117.184,4,4,0.00,174.69,0.00,N/A
172.65.146.45,4,4,0.00,174.74,0.00,N/A
104.25.29.189,4,4,0.00,174.79,0.00,N/A
104.25.213.116,4,4,0.00,174.80,0.00,N/A
172.66.170.55,4,4,0.00,174.89,0.00,N/A
104.25.156.13,4,4,0.00,174.95,0.00,N/A
104.27.70.186,4,4,0.00,174.96,0.00,N/A
162.159.40.153,4,4,0.00,175.00,0.00,N/A
104.25.225.56,4,4,0.00,175.01,0.00,N/A
104.24.52.148,4,4,0.00,175.03,0.00,N/A
172.65.117.185,4,4,0.00,175.07,0.00,N/A
104.27.48.130,4,4,0.00,175.08,0.00,N/A
172.65.166.179,4,4,0.00,175.11,0.00,N/A
104.27.56.253,4,4,0.00,175.16,0.00,N/A
172.66.140.211,4,4,0.00,175.18,0.00,N/A
172.65.112.17,4,4,0.00,175.24,0.00,N/A
104.27.198.34,4,4,0.00,175.26,0.00,N/A
172.64.146.77,4,4,0.00,175.37,0.00,N/A
172.64.152.122,4,4,0.00,175.39,0.00,N/A
172.64.41.56,4,4,0.00,175.49,0.00,N/A
108.162.193.140,4,4,0.00,175.65,0.00,N/A
104.24.7.55,4,4,0.00,175.65,0.00,N/A
172.65.161.210,4,4,0.00,175.85,0.00,N/A
172.65.129.69,4,4,0.00,175.88,0.00,N/A
104.24.53.245,4,4,0.00,175.91,0.00,N/A
162.159.62.196,4,4,0.00,175.93,0.00,N/A
104.24.47.252,4,4,0.00,176.34,0.00,N/A
104.27.124.184,4,4,0.00,176.34,0.00,N/A
162.159.4.195,4,4,0.00,176.55,0.00,N/A
172.66.193.60,4,4,0.00,176.60,0.00,N/A
172.67.113.33,4,4,0.00,176.83,0.00,N/A
104.20.31.4,4,4,0.00,176.83,0.00,N/A
104.24.27.100,4,4,0.00,176.87,0.00,N/A
104.27.40.93,4,4,0.00,176.92,0.00,N/A
162.159.237.202,4,4,0.00,176.95,0.00,N/A
104.25.148.26,4,4,0.00,176.96,0.00,N/A
104.25.103.185,4,4,0.00,177.00,0.00,N/A
8.39.125.18,4,4,0.00,177.06,0.00,N/A
104.25.70.193,4,4,0.00,177.08,0.00,N/A
172.64.74.147,4,4,0.00,177.09,0.00,N/A
104.17.124.157,4,4,0.00,177.50,0.00,N/A
104.19.194.27,4,4,0.00,177.52,0.00,N/A
162.159.3.79,4,4,0.00,177.52,0.00,N/A
172.65.123.9,4,4,0.00,177.56,0.00,N/A
172.65.69.242,4,4,0.00,177.56,0.00,N/A
104.27.54.133,4,4,0.00,177.59,0.00,N/A
162.159.8.60,4,4,0.00,177.61,0.00,N/A
104.25.253.59,4,4,0.00,177.65,0.00,N/A
104.25.143.7,4,4,0.00,177.67,0.00,N/A
172.65.142.196,4,4,0.00,177.71,0.00,N/A
